ID,NAME,RARITY,TYPE,ATTUNEMENT,NOTES,SOURCE,URL
4047212,Dragonlance,Legendary,Weapon,Required,"Bonus: Magic, Damage: Force",Fizban's Treasury of Dragons,https://www.dndbeyond.com/magic-items/4047212-dragonlance
4047217,Dragon's Wrath Weapon,Varies,Weapon,Required,"Bonus: Magic, Damage: Additional",Fizban's Treasury of Dragons,https://www.dndbeyond.com/magic-items/4047217-dragons-wrath-weapon
253611,Dragonstaff of Ahghairon,Legendary,Staff,Required,,Waterdeep: Dragon Heist,https://www.dndbeyond.com/magic-items/253611-dragonstaff-of-ahghairon
9044,Dragontooth Dagger,Rare,Weapon,,"Bonus: Magic, Damage: Acid, Damage, Bane, Finesse, Light, Thrown, Nick",Tyranny of Dragons,https://www.dndbeyond.com/magic-items/9044-dragontooth-dagger
4047194,Dragon-Touched Focus,Varies,Wondrous Item,Required,"Advantage: Initiative, spellcaster",Fizban's Treasury of Dragons,https://www.dndbeyond.com/magic-items/4047194-dragon-touched-focus
27045,Dread Helm,Common,Wondrous Item,,Social,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/27045-dread-helm
7526654,Dried Leech,Uncommon,Weapon,,"Damage: Piercing, Damage, Combat",The Book of Many Things,https://www.dndbeyond.com/magic-items/7526654-dried-leech
9228521,Driftglobe,Uncommon,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228521-driftglobe
5349,Driftglobe,Uncommon,Wondrous Item,,"Utility, Exploration",Dungeon Master’s Guide (2014),https://www.dndbeyond.com/magic-items/5349-driftglobe
5590,Drown,Legendary,Weapon,Required,"Bonus: Magic, Damage: Cold, Language: Aquan, Resistance: Cold, Damage, Buff, Combat, Thrown, Versatile, Topple",Princes of the Apocalypse,https://www.dndbeyond.com/magic-items/5590-drown
2412157,Duplicitous Manuscript,Rare,Wondrous Item,Required,wizard,Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2412157-duplicitous-manuscript
3895565,Dust of Corrosion,Uncommon,Wondrous Item,,,The Wild Beyond the Witchlight,https://www.dndbeyond.com/magic-items/3895565-dust-of-corrosion
9228522,Dust of Disappearance,Uncommon,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228522-dust-of-disappearance
4623,Dust of Disappearance,Uncommon,Wondrous Item,,"Invisible, Utility, Deception, Consumable",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4623-dust-of-disappearance
9228523,Dust of Dryness,Uncommon,Wondrous Item,,Damage: Necrotic,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228523-dust-of-dryness
4624,Dust of Dryness,Uncommon,Wondrous Item,,"Damage: Necrotic, Damage, Control, Combat, Consumable",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4624-dust-of-dryness
9228524,Dust of Sneezing and Choking,Uncommon,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228524-dust-of-sneezing-and-choking
4625,Dust of Sneezing and Choking,Uncommon,Wondrous Item,,"Incapacitated, Control, Debuff",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4625-dust-of-sneezing-and-choking
9228527,Dwarven Plate,Very Rare,Armor,,Bonus: Armor Class,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228527-dwarven-plate
4626,Dwarven Plate,Very Rare,Armor,,"Bonus: Armor Class, Control, Combat, Warding, Str. 15 Required, Stealth Disadvantage",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4626-dwarven-plate
4627,Dwarven Thrower,Very Rare,Weapon,Required,"Bonus: Magic, Damage: Additional, Damage: Additional, Dwarf or a Creature Attuned to a Belt of Dwarvenkind, Damage, Combat, Versatile, Push",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/4627-dwarven-thrower
1000370,Dyrrn's Tentacle Whip,Very Rare,Weapon,Required,"Bonus: Magic, Damage: Psychic, Symbiotic, Finesse, Reach, Slow",Eberron: Rising from the Last War,https://www.dndbeyond.com/magic-items/1000370-dyrrns-tentacle-whip
9294,Eagle Whistle,Rare,Wondrous Item,,"Buff, Movement",Tales from the Yawning Portal,https://www.dndbeyond.com/magic-items/9294-eagle-whistle
27046,Ear Horn of Hearing,Common,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/27046-ear-horn-of-hearing
1000466,Earworm,Uncommon,Wondrous Item,Required,"Language: Deep Speech, Symbiotic",Eberron: Rising from the Last War,https://www.dndbeyond.com/magic-items/1000466-earworm
4628,Efficient Quiver,Uncommon,Wondrous Item,,"Utility, Container",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4628-efficient-quiver
9228528,Efreeti Bottle,Very Rare,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228528-efreeti-bottle
4629,Efreeti Bottle,Very Rare,Wondrous Item,,"Control, Utility, Consumable",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4629-efreeti-bottle
9228530,Efreeti Chain,Legendary,Armor,Required,"Bonus: Armor Class, Language: Primordial, Immunity: Fire",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228530-efreeti-chain
5350,Efreeti Chain,Legendary,Armor,Required,"Bonus: Armor Class, Language: Primordial, Immunity: Fire, Str. 13 Required, Stealth Disadvantage",Dungeon Master’s Guide (2014),https://www.dndbeyond.com/magic-items/5350-efreeti-chain
703489,Elder Cartographer's Glossography,Uncommon,Wondrous Item,,,Acquisitions Incorporated,https://www.dndbeyond.com/magic-items/703489-elder-cartographers-glossography
2412184,Eldritch Claw Tattoo,Uncommon,Wondrous Item,Required,"Damage: Unarmed Attacks, Bonus: Unarmed Attacks",Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2412184-eldritch-claw-tattoo
3895566,Eldritch Staff,Very Rare,Staff,Required,"Bonus: Magic, Damage: Lightning, Damage, Combat",The Wild Beyond the Witchlight,https://www.dndbeyond.com/magic-items/3895566-eldritch-staff
2407551,Elemental Essence Shard,Rare,Wondrous Item,Required,sorcerer,Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2407551-elemental-essence-shard
9228536,Elemental Gem,Uncommon,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228536-elemental-gem
5374,Elemental Gem,Uncommon,Wondrous Item,,Summoning,Basic Rules (2014),https://www.dndbeyond.com/magic-items/5374-elemental-gem
5351,Elixir of Health,Rare,Potion,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/5351-elixir-of-health
9228539,Elven Chain,Rare,Armor,,"Bonus: Armor Class, Proficiency: Self",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228539-elven-chain
4631,Elven Chain,Rare,Armor,,"Bonus: Armor Class, Proficiency: Self, Combat, Warding",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4631-elven-chain
7102420,Elven Thrower,Very Rare,Weapon,Required,"Bonus: Magic, Damage: Additional, Damage: Additional, Elf, Damage, Combat, Thrown, Versatile, Sap",Bigby Presents: Glory of the Giants,https://www.dndbeyond.com/magic-items/7102420-elven-thrower
4047218,Emerald Pen,Uncommon,Wondrous Item,,,Fizban's Treasury of Dragons,https://www.dndbeyond.com/magic-items/4047218-emerald-pen
27047,Enduring Spellbook,Common,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/27047-enduring-spellbook
9058960,Energy Bow,Very Rare,Weapon,Required,"Bonus: Magic, Replace Damage Type: Force",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9058960-energy-bow
9228541,Enspelled Armor,Varies,Armor,Required,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228541-enspelled-armor
9228594,Enspelled Staff,Varies,Staff,Required,Spellcaster,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228594-enspelled-staff
9228599,Enspelled Weapon,Varies,Weapon,Required,"Versatile, Topple",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228599-enspelled-weapon
1752518,"Ephixis, Bow of Nylea",Artifact,Weapon,Required,"Bonus: Magic, Summoning, Damage, Combat, Ammunition, Range, Two-Handed, Vex",Mythic Odysseys of Theros,https://www.dndbeyond.com/magic-items/1752518-ephixis-bow-of-nylea
9228601,Ersatz Eye,Common,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228601-ersatz-eye
27048,Ersatz Eye,Common,Wondrous Item,,Social,Xanathar's Guide to Everything,https://www.dndbeyond.com/magic-items/27048-ersatz-eye
7526655,Euryale's Aegis,Legendary,Armor,Required,"Resistance: Poison, Immunity: Petrified, Healing, Control, Movement, Utility, Warding",The Book of Many Things,https://www.dndbeyond.com/magic-items/7526655-euryales-aegis
215549,Everbright Lantern,Common,Wondrous Item,,,Wayfinder's Guide to Eberron,https://www.dndbeyond.com/magic-items/215549-everbright-lantern
9228602,Eversmoking Bottle,Uncommon,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228602-eversmoking-bottle
4632,Eversmoking Bottle,Uncommon,Wondrous Item,,"Control, Utility, Deception",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4632-eversmoking-bottle
9228603,Executioner's Axe,Very Rare,Weapon,,"Bonus: Magic, Damage: Slashing, Bonus: Temporary Hit Points, Versatile, Topple",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228603-executioners-axe
9228608,Eye and Hand of Vecna,Artifact,Wondrous Item,Required,"Set Base: Truesight, Set: Strength Score, Immunity: Poison, Immunity: Poisoned, Advantage: Initiative, Damage: Cold, Damage: Necrotic",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228608-eye-and-hand-of-vecna
5425,Eye and Hand of Vecna,Artifact,Wondrous Item,,"Immunity: Poison, Immunity: Disease, Damage, Buff, Debuff, Utility, Combat, Cursed, Eyewear, Handwear",Dungeon Master’s Guide (2014),https://www.dndbeyond.com/magic-items/5425-eye-and-hand-of-vecna
9228610,Eyes of Charming,Uncommon,Wondrous Item,Required,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228610-eyes-of-charming
4633,Eyes of Charming,Uncommon,Wondrous Item,Required,"Control, Social, Eyewear",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4633-eyes-of-charming
9228611,Eyes of Minute Seeing,Uncommon,Wondrous Item,,"Advantage: Investigation, Set Base: Darkvision",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228611-eyes-of-minute-seeing
4634,Eyes of Minute Seeing,Uncommon,Wondrous Item,,"Advantage: Investigation, Detection, Utility, Eyewear",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4634-eyes-of-minute-seeing
9276755,Eyes of the Eagle,Uncommon,Wondrous Item,,"Advantage: Perception, Detection, Utility, Eyewear",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9276755-eyes-of-the-eagle
4635,Eyes of the Eagle,Uncommon,Wondrous Item,Required,"Advantage: Perception, Detection, Utility, Eyewear",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4635-eyes-of-the-eagle
7526656,Fabulist Gem,Uncommon,Wondrous Item,Required,"Creation, Deception",The Book of Many Things,https://www.dndbeyond.com/magic-items/7526656-fabulist-gem
714206,Failed Experiment Wand,Rare,Wand,Required,"Spellcaster, Damage, Combat",Acquisitions Incorporated,https://www.dndbeyond.com/magic-items/714206-failed-experiment-wand
840019,Fane-Eater,Legendary,Weapon,Required,"Bonus: Magic, Damage: Necrotic, evil cleric or paladin, Versatile, Topple",Baldur’s Gate: Descent into Avernus,https://www.dndbeyond.com/magic-items/840019-fane-eater
705910,Far Gear,Very Rare,Wondrous Item,Required,"Bonus: Charisma Saving Throws, Advantage: Intimidation",Acquisitions Incorporated,https://www.dndbeyond.com/magic-items/705910-far-gear
2412226,Far Realm Shard,Rare,Wondrous Item,Required,sorcerer,Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2412226-far-realm-shard
7526657,Fate Cutter Shears,Very Rare,Weapon,Required,"Damage: Force, Damage, Combat, Finesse, Light, Thrown, Nick",The Book of Many Things,https://www.dndbeyond.com/magic-items/7526657-fate-cutter-shears
7526661,Fate Dealer's Deck,Varies,Wondrous Item,Required,"Bonus: Spell Attacks, Bonus: Spell Save DC, Cleric or Paladin",The Book of Many Things,https://www.dndbeyond.com/magic-items/7526661-fate-dealers-deck
253617,Feather of Diatryma Summoning,Rare,Wondrous Item,Required,,Waterdeep: Dragon Heist,https://www.dndbeyond.com/magic-items/253617-feather-of-diatryma-summoning
5412,Feather Token,Rare,Wondrous Item,,"Creation, Summoning, Damage, Control, Movement, Utility, Exploration, Combat, Consumable",Basic Rules (2014),https://www.dndbeyond.com/magic-items/5412-feather-token
215554,Feather Token (Feather Fall),Common,Wondrous Item,,,Wayfinder's Guide to Eberron,https://www.dndbeyond.com/magic-items/215554-feather-token-feather-fall
2412248,Feywild Shard,Uncommon,Wondrous Item,Required,sorcerer,Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2412248-feywild-shard
7526675,Feywrought Armor,Rare,Armor,Required,"Advantage: Saving Throws, Control, Warding",The Book of Many Things,https://www.dndbeyond.com/magic-items/7526675-feywrought-armor
9228621,Figurine of Wondrous Power,Varies,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228621-figurine-of-wondrous-power
5413,Figurine of Wondrous Power,Varies,Wondrous Item,,Summoning,Basic Rules (2014),https://www.dndbeyond.com/magic-items/5413-figurine-of-wondrous-power
977633,Finder's Goggles,Uncommon,Wondrous Item,Required,"Bonus: Insight, creature with the Mark of Finding, Buff, Detection, Eyewear",Eberron: Rising from the Last War,https://www.dndbeyond.com/magic-items/977633-finders-goggles
5439866,Fish Suit,Very Rare,Wondrous Item,,"Set: Innate Speed (Flying), Set: Innate Speed (Swimming)",Spelljammer: Adventures in Space,https://www.dndbeyond.com/magic-items/5439866-fish-suit
4047219,Flail of Tiamat,Legendary,Weapon,Required,"Bonus: Magic, Damage: Acid, Damage: Cold, Damage: Fire, Damage: Lightning, Damage: Poison, Sap",Fizban's Treasury of Dragons,https://www.dndbeyond.com/magic-items/4047219-flail-of-tiamat
9228647,Flame Tongue,Rare,Weapon,Required,Damage: Fire,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228647-flame-tongue
5386,Flame Tongue,Rare,Weapon,Required,"Damage: Fire, Damage, Combat, Versatile, Sap",Basic Rules (2014),https://www.dndbeyond.com/magic-items/5386-flame-tongue
7247070,Flayer Slayer,Rare,Weapon,Required,"Bonus: Magic, Damage: Slashing, Damage, Combat, Heavy, Two-Handed, Cleave",Phandelver and Below: The Shattered Obelisk,https://www.dndbeyond.com/magic-items/7247070-flayer-slayer
1752519,Flying Chariot,Rare,Wondrous Item,,Bonus: Armor Class,Mythic Odysseys of Theros,https://www.dndbeyond.com/magic-items/1752519-flying-chariot
5912491,Flying Citadel Helm,Very Rare,Wondrous Item,Required,"Damage: Bludgeoning, Spellcaster",Dragonlance: Shadow of the Dragon Queen,https://www.dndbeyond.com/magic-items/5912491-flying-citadel-helm
9228649,Folding Boat,Rare,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228649-folding-boat
4639,Folding Boat,Rare,Wondrous Item,,"Movement, Utility, Exploration",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4639-folding-boat
7526677,Fool's Blade,Very Rare,Weapon,Required,"Bonus: Magic, Damage, Control, Combat, Warding",The Book of Many Things,https://www.dndbeyond.com/magic-items/7526677-fools-blade
7526697,Forcebreaker Weapon,Very Rare,Weapon,,"Bonus: Magic, Damage, Utility, Combat",The Book of Many Things,https://www.dndbeyond.com/magic-items/7526697-forcebreaker-weapon
9228651,Frost Brand,Very Rare,Weapon,Required,"Damage: Cold, Resistance: Fire",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228651-frost-brand
5387,Frost Brand,Very Rare,Weapon,Required,"Damage: Cold, Resistance: Fire, Damage, Combat, Versatile, Sap",Basic Rules (2014),https://www.dndbeyond.com/magic-items/5387-frost-brand
2412256,Fulminating Treatise,Rare,Wondrous Item,Required,wizard,Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2412256-fulminating-treatise
351892,Galder's Bubble Pipe,Rare,Wondrous Item,Required,,Lost Laboratory of Kwalish,https://www.dndbeyond.com/magic-items/351892-galders-bubble-pipe
351897,Gambler's Blade,Rare,Weapon,Required,Bonus: Magic,Lost Laboratory of Kwalish,https://www.dndbeyond.com/magic-items/351897-gamblers-blade
843430,Gauntlets of Flaming Fury,Rare,Wondrous Item,Required,"Damage: Fire, Damage, Combat, Handwear",Baldur’s Gate: Descent into Avernus,https://www.dndbeyond.com/magic-items/843430-gauntlets-of-flaming-fury
4641,Gauntlets of Ogre Power,Uncommon,Wondrous Item,Required,"Set: Strength Score, Buff, Handwear",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/4641-gauntlets-of-ogre-power
5514,Gavel of the Venn Rune,Rare,Wondrous Item,Required,"Damage, Utility, Warding",Storm King's Thunder,https://www.dndbeyond.com/magic-items/5514-gavel-of-the-venn-rune
9228652,Gem of Brightness,Uncommon,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228652-gem-of-brightness
4642,Gem of Brightness,Uncommon,Wondrous Item,,"Blinded, Control, Debuff",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4642-gem-of-brightness
9228653,Gem of Seeing,Rare,Wondrous Item,Required,Sense: Truesight,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228653-gem-of-seeing
4643,Gem of Seeing,Rare,Wondrous Item,Required,"Sense: Truesight, Detection",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4643-gem-of-seeing
21721,Ghost Lantern,Rare,Wondrous Item,Required,"Healing, Utility, Exploration",Tomb of Annihilation,https://www.dndbeyond.com/magic-items/21721-ghost-lantern
2412269,Ghost Step Tattoo,Very Rare,Wondrous Item,Required,,Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2412269-ghost-step-tattoo
5388,Giant Slayer,Rare,Weapon,,"Bonus: Magic, Damage: Additional, Damage, Combat, Versatile, Topple",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/5388-giant-slayer
215556,Glamerweave,Varies,Wondrous Item,,,Wayfinder's Guide to Eberron,https://www.dndbeyond.com/magic-items/215556-glamerweave
4645,Glamoured Studded Leather,Rare,Armor,,"Bonus: Armor Class, Utility, Combat, Deception, Warding",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/4645-glamoured-studded-leather
7526701,Glimmering Moonbow,Rare,Weapon,Required,"Bonus: Magic, Damage: Radiant, Resistance: Bludgeoning, Resistance: Piercing, Resistance: Slashing, Damage, Combat, Warding",The Book of Many Things,https://www.dndbeyond.com/magic-items/7526701-glimmering-moonbow
7526716,Gloomwrought Armor,Rare,Armor,Required,"Advantage: Saving Throws, Social, Warding",The Book of Many Things,https://www.dndbeyond.com/magic-items/7526716-gloomwrought-armor
9228697,Gloves of Missile Snaring,Uncommon,Wondrous Item,Required,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228697-gloves-of-missile-snaring
4646,Gloves of Missile Snaring,Uncommon,Wondrous Item,Required,"Warding, Handwear",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4646-gloves-of-missile-snaring
3001256,Gloves of Soul Catching,Legendary,Wondrous Item,Required,Set: Constitution Score,Candlekeep Mysteries,https://www.dndbeyond.com/magic-items/3001256-gloves-of-soul-catching
4647,Gloves of Swimming and Climbing,Uncommon,Wondrous Item,Required,"Buff, Movement, Exploration",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/4647-gloves-of-swimming-and-climbing
5352,Gloves of Thievery,Uncommon,Wondrous Item,,Bonus: Sleight of Hand,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/5352-gloves-of-thievery
7102421,Glowrune Pigment,Rare,Wondrous Item,,"Buff, Utility, Consumable",Bigby Presents: Glory of the Giants,https://www.dndbeyond.com/magic-items/7102421-glowrune-pigment
883363,Gnomengarde Grenade,Unknown Rarity,Wondrous Item,,"Damage: Fire, Damage: Thunder",Divine Contention,https://www.dndbeyond.com/magic-items/883363-gnomengarde-grenade
4648,Goggles of Night,Uncommon,Wondrous Item,,"Sense: Darkvision, Detection, Eyewear",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/4648-goggles-of-night
4047220,Gold Canary Figurine of Wondrous Power,Legendary,Wondrous Item,,,Fizban's Treasury of Dragons,https://www.dndbeyond.com/magic-items/4047220-gold-canary-figurine-of-wondrous-power
7526717,Grasping Whip,Rare,Weapon,,"Bonus: Magic, Damage, Control, Combat, Finesse, Reach, Slow",The Book of Many Things,https://www.dndbeyond.com/magic-items/7526717-grasping-whip
140321,Greater Silver Sword,Legendary,Weapon,Required,"Bonus: Magic, Advantage: Intelligence Saving Throws, Advantage: Wisdom Saving Throws, Advantage: Charisma Saving Throws, Immunity: Charmed, Resistance: Psychic, creature that has psionic ability, Damage, Buff, Heavy, Two-Handed, Graze",Mordenkainen’s Tome of Foes,https://www.dndbeyond.com/magic-items/140321-greater-silver-sword
13576,Green Dragon Mask,Legendary,Wondrous Item,Required,"Resistance: Poison, Bonus: Unarmored Armor Class, Sense: Darkvision, Sense: Blindsight, Language: Draconic, Advantage: Charisma Ability Checks, Bonus: Legendary Resistance, Buff",Tyranny of Dragons,https://www.dndbeyond.com/magic-items/13576-green-dragon-mask
2412282,Guardian Emblem,Uncommon,Wondrous Item,Required,cleric or paladin,Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2412282-guardian-emblem
318841,Guild Keyrune,Varies,Wondrous Item,Required,member of the relevant guild,Guildmasters’ Guide to Ravnica,https://www.dndbeyond.com/magic-items/318841-guild-keyrune
318846,Guild Signet,Uncommon,Ring,Required,,Guildmasters’ Guide to Ravnica,https://www.dndbeyond.com/magic-items/318846-guild-signet
5528,Gulthias Staff,Rare,Staff,Required,"Damage, Buff, Combat",Curse of Strahd,https://www.dndbeyond.com/magic-items/5528-gulthias-staff
5515,Gurt's Greataxe,Legendary,Weapon,Required,"Bonus: Magic, Damage: Slashing, Damage, Bane, Heavy, Two-Handed, Cleave",Storm King's Thunder,https://www.dndbeyond.com/magic-items/5515-gurts-greataxe
9228705,Hag Eye,Uncommon,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228705-hag-eye
7526722,Hammer of Runic Focus,Very Rare,Weapon,Required,"Damage, Combat, Versatile, Push",The Book of Many Things,https://www.dndbeyond.com/magic-items/7526722-hammer-of-runic-focus
9228714,Hammer of Thunderbolts,Legendary,Weapon,Required,"Bonus: Magic, Stacking Bonus: Strength Score, Weapon Property: Thrown, Bonus: Ability Score Maximum",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228714-hammer-of-thunderbolts
4649,Hammer of Thunderbolts,Legendary,Weapon,Required,"Stacking Bonus: Strength Score, Bonus: Magic, Bonus: Ability Score Maximum, Damage, Buff, Combat, Heavy, Two-Handed, Topple",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4649-hammer-of-thunderbolts
5294571,Hammock of Worlds,Legendary,Wondrous Item,,Teleportation,Journeys through the Radiant Citadel,https://www.dndbeyond.com/magic-items/5294571-hammock-of-worlds
4650,Handy Haversack,Rare,Wondrous Item,,"Utility, Container",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4650-handy-haversack
3305443,Harkon's Bite,Uncommon,Wondrous Item,Required,"Bonus: Ability Checks, Bonus: Saving Throws, Bonus: Initiative",Van Richten’s Guide to Ravenloft,https://www.dndbeyond.com/magic-items/3305443-harkons-bite
7102422,Harp of Gilded Plenty,Legendary,Wondrous Item,Required,Sentient,Bigby Presents: Glory of the Giants,https://www.dndbeyond.com/magic-items/7102422-harp-of-gilded-plenty
4651,Hat of Disguise,Uncommon,Wondrous Item,Required,"Deception, Headwear",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/4651-hat-of-disguise
9058998,Hat of Many Spells,Very Rare,Wondrous Item,Required,Wizard,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9058998-hat-of-many-spells
27049,Hat of Vermin,Common,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/27049-hat-of-vermin
9228718,Hat of Wizardry,Common,Wondrous Item,Required,Wizard,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228718-hat-of-wizardry
27050,Hat of Wizardry,Common,Wondrous Item,Required,wizard,Xanathar's Guide to Everything,https://www.dndbeyond.com/magic-items/27050-hat-of-wizardry
5602,Hazirawn,Legendary,Weapon,Required,"Bonus: Magic, Damage: Necrotic, Bonus: Magic, Damage: Necrotic, Damage, Buff, Combat, Sentient, Heavy, Two-Handed, Graze",Tyranny of Dragons,https://www.dndbeyond.com/magic-items/5602-hazirawn
4652,Headband of Intellect,Uncommon,Wondrous Item,Required,"Set: Intelligence Score, Buff, Headwear",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/4652-headband-of-intellect
2412288,Heart Weaver's Primer,Rare,Wondrous Item,Required,wizard,Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2412288-heart-weavers-primer
9297,Hell Hound Cloak,Rare,Wondrous Item,Required,"Buff, Shapechanging, Cursed",Tales from the Yawning Portal,https://www.dndbeyond.com/magic-items/9297-hell-hound-cloak
842365,Hellfire Weapon,Uncommon,Weapon,,"Damage, Combat",Baldur’s Gate: Descent into Avernus,https://www.dndbeyond.com/magic-items/842365-hellfire-weapon
9228720,Helm of Brilliance,Very Rare,Wondrous Item,Required,"Resistance: Fire, Damage: Radiant",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228720-helm-of-brilliance
4653,Helm of Brilliance,Very Rare,Wondrous Item,Required,"Resistance: Fire, Damage, Detection, Combat, Warding, Headwear",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4653-helm-of-brilliance
4654,Helm of Comprehending Languages,Uncommon,Wondrous Item,,"Communication, Headwear",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/4654-helm-of-comprehending-languages
840057,Helm of Devil Command,Very Rare,Wondrous Item,Required,creature that can speak Infernal,Baldur’s Gate: Descent into Avernus,https://www.dndbeyond.com/magic-items/840057-helm-of-devil-command
6504936,Helm of Disjunction,Legendary,Wondrous Item,Required,"Sorcerer, Warlock, or Wizard, Control, Warding, Headwear",Legendary Magic Items,https://www.dndbeyond.com/magic-items/6504936-helm-of-disjunction
7102423,Helm of Perfect Potential,Artifact,Wondrous Item,Required,"Advantage: Deception, Advantage: Insight",Bigby Presents: Glory of the Giants,https://www.dndbeyond.com/magic-items/7102423-helm-of-perfect-potential
9228721,Helm of Telepathy,Uncommon,Wondrous Item,Required,Language: Telepathy,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228721-helm-of-telepathy
4655,Helm of Telepathy,Uncommon,Wondrous Item,Required,"Communication, Detection, Headwear",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4655-helm-of-telepathy
4656,Helm of Teleportation,Rare,Wondrous Item,Required,"Teleportation, Headwear",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/4656-helm-of-teleportation
1752520,Helm of the Gods,Rare,Wondrous Item,Required,Headwear,Mythic Odysseys of Theros,https://www.dndbeyond.com/magic-items/1752520-helm-of-the-gods
342879,Helm of the Scavenger,Legendary,Wondrous Item,Required,spellcaster,Waterdeep: Dungeon of the Mad Mage,https://www.dndbeyond.com/magic-items/342879-helm-of-the-scavenger
